0.0	0.0
0.01	1.5999998714821828e-07
0.02	2.5599967231615395e-06
0.03	1.295991601946156e-05
0.04	4.095916115054443e-05
0.05	9.999500016655283e-05
0.06	0.00020733850240106655
0.07	0.00038408621999519443
0.08	0.0006551452985399386
0.09	0.001049209194725731
0.1	0.0015987206823936395
0.11	0.0023398183475693557
0.12	0.0033122623159704823
0.13	0.004559334533443482
0.14	0.0061277085437276835
0.15	0.008067283394428748
0.16	0.010430976069530695
0.17	0.013274466716304278
0.18	0.01665589092984987
0.19	0.020635473505752455
0.2	0.025275098398205964
0.21	0.030637810156220247
0.22	0.03678724288287427
0.23	0.04378697379934737
0.24	0.05169979982100348
0.25	0.06058693718652419
0.26	0.07050714613524622
0.27	0.08151578490505285
0.28	0.09366379991368856
0.29	0.10699666186542611
0.3	0.12155326065006866
0.31	0.1373647752095899
0.32	0.1544535379543711
0.33	0.17283191670766784
0.34	0.19250124041164707
0.35000000000000003	0.2134507977865452
0.36	0.23565694062183884
0.37	0.2590823252051271
0.38	0.28367532636244797
0.39	0.3093696584949679
0.4	0.33608423666452647
0.41000000000000003	0.36372330804167663
0.42	0.3921768797603109
0.43	0.4213214633521276
0.44	0.45102114846019037
0.45	0.4811290095345476
0.46	0.5114888388690906
0.47000000000000003	0.5419371879237136
0.48	0.5723056867686289
0.49	0.6024235991658115
0.5	0.6321205588285577
0.51	0.6612294214004527
0.52	0.6895891573297084
0.53	0.7170477037400622
0.54	0.7434646892234726
0.55	0.7687139447156714
0.56	0.7926857166332215
0.5700000000000001	0.8152885054331389
0.58	0.8364504636639616
0.59	0.8561203021254224
0.6	0.8742676704055721
0.61	0.8908829980431462
0.62	0.9059768038875109
0.63	0.9195785027656664
0.64	0.9317347591029422
0.65	0.9425074554738355
0.66	0.9519713590710128
0.67	0.9602115798487576
0.68	0.9673209199620469
0.6900000000000001	0.973397214749217
0.7000000000000001	0.9785407609199196
0.71	0.9828519181996195
0.72	0.9864289571714455
0.73	0.9893662094462649
0.74	0.9917525577746771
0.75	0.9936702845725143
0.76	0.9951942788280156
0.77	0.9963915846347441
0.78	0.9973212605778901
0.79	0.9980345085438087
0.8	0.9985750235618075
0.81	0.9989795130462801
